WorkerID,CurrentCompany,CurrentRole,IsTempProfile,WorkerJobSearchStatus,ConnectionPipelineStatus,ProfileAddedAt,ProfileAddedBy,TalentCommunitySource,TalentPoolCount,StarRating,State,Country,Economic Region,Population (2020),Coastline(WRI)(km),Coast/Area Ratio (WRI) (m/km2),Happiness Report,GWP Per Capita (2020),City,Postcode,RecruiterMessage,WorkerMessage,TotalResponseRate,LastCommunicatedAt,LastCommunicatedBy,CvStrength,ExperienceYears,Company
4601201,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Bari,70126,1,,0,6/6/2022 13:23,christina@myachts.team,55,8,myCrew
4600887,Rolls Royce,"Captain, Engineer",FALSE,Available Now,Community,,,Careers Website,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:43,christina@myachts.team,45,10,myCrew
4600258,Gustavo Maia- FC Barcelona,Chef Personal,FALSE,,Community,,,LinkedIn,,FiveStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:43,christina@myachts.team,50,10,myCrew
4598822,,,FALSE,,Community,,,LinkedIn,,FourStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",,,1,,0,6/6/2022 13:43,christina@myachts.team,50,1,myCrew
4598063,,"project coordinator, Company Security Officer",FALSE,,In Progress,,,my-crew.com,,OneStarReview,,Poland,EMEA,"37.846.611,00","1.032,00","3,39","6,182","15.720,99",Szczecin,70-842,1,,0,6/6/2022 13:23,christina@myachts.team,60,16,myCrew
4597853,None,Studying,FALSE,,Community,,,LinkedIn,,FourStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:43,christina@myachts.team,35,27,myCrew
4596646,Medkon,Kadıköy,FALSE,,Community,,,LinkedIn,,ThreeStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4595570,,,FALSE,,Community,,,LinkedIn,,OneStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:43,christina@myachts.team,35,,myCrew
4595513,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,1,,0,6/6/2022 13:43,christina@myachts.team,35,,myCrew
4595462,,,FALSE,Available Now,Talent Pool,,,Careers Website,3,FiveStarReview,Pays de la Loire,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Nantes,,1,,0,6/6/2022 13:43,christina@myachts.team,35,,myCrew
4595389,Maui group,Head chef,FALSE,,Community,,,Careers Website,,OneStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Almería,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4595346,AL ORAIQ,,FALSE,,Community,,,LinkedIn,,FiveStarReview,Zadar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Zadar,,1,,0,6/6/2022 13:23,christina@myachts.team,55,6,myCrew
4595034,Carnival Corp,Ship services engineer,FALSE,Open to Offers,Community,,,LinkedIn,,OneStarReview,England,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",London,,2,,0,6/6/2022 13:23,christina@myachts.team,75,23,myCrew
4594926,,Chief Engineer,FALSE,Open to Offers,Community,,,LinkedIn,,FiveStarReview,VC,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Alicante,,2,,0,8/22/2022 8:03,nick@m-yachts.com,75,22,myCrew
4592776,Motoryacht,Yacht Captain,FALSE,,Community,,,Careers Website,,TwoStarReview,,Malta,EMEA,"441.543,00","198,00","627,00","6,726","27.884,64",Valletta,,1,,0,6/6/2022 13:43,christina@myachts.team,40,33,myCrew
4592749,Arkas Shipping And Transport SA,Ocean Going Marine Master,FALSE,,Community,,,LinkedIn,,OneStarReview,Muğla,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Marmaris,,1,,0,6/6/2022 13:43,christina@myachts.team,45,,myCrew
4592628,cma cgm,Port operation manager,FALSE,,Community,,,LinkedIn,,FourStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,3,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4592273,Prysmian,Napoli,FALSE,Available Now,Community,,,my-crew.com,,FourStarReview,Campania,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Naples,,2,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4592134,Millenia Maritime Inc,DDPA/CSO,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Glyfada,,2,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4592083,Elbferry GmbH & Co. KG,Safety System Manager,FALSE,Available Soon,Community,,,LinkedIn,,ThreeStarReview,West Pomeranian Voivodeship,Poland,EMEA,"37.846.611,00","1.032,00","3,39","6,182","15.720,99",Szczecin,71,1,,0,6/6/2022 13:23,christina@myachts.team,70,31,myCrew
4591864,Terrapinn LTD,Networking Manager,FALSE,,Community,,,LinkedIn,,FiveStarReview,England,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",London,,2,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4591683,Princess Cruises,Chief Officer,FALSE,,Community,,,LinkedIn,,FourStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Smrika,,1,,0,6/6/2022 13:23,christina@myachts.team,60,19,myCrew
4590339,THE TWIN KITCHEN RESTAURANT,Restaurant Manager,FALSE,,Community,,,LinkedIn,,FourStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43","Tozkoparan, Güngören",,1,,0,6/6/2022 13:23,christina@myachts.team,65,12,myCrew
4589727,Head Office,Project Chief Engineer,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Pireas,,1,,0,6/6/2022 13:43,christina@myachts.team,45,23,myCrew
4589552,Karpowership,Shift Engineer,FALSE,Available Now,Community,,,LinkedIn,,OneStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:09,christina@myachts.team,55,3,myCrew
4589483,15m /50m yacht,Chase boat Captain/Bosun,FALSE,Available Soon,Community,,,LinkedIn,,OneStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Cannes,,2,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4589437,Phase,Trinity House Cadet,FALSE,Available Now,Talent Pool,,,LinkedIn,1,OneStarReview,England,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",Milton Keynes,,1,,0,6/6/2022 13:23,christina@myachts.team,85,2,myCrew
4589407,Allabroad Maritime Academy,MCA STCW Course Director,FALSE,,Community,,,LinkedIn,,ThreeStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Los Barrios,11370,2,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4589398,Varu by atmosphere maldives,Senior Room Attendant,FALSE,,Community,,,Careers Website,,OneStarReview,,Maldives,EMEA,"540.544,00","2.002,00","6,72",#N/A,"6.924,11",,,1,,0,6/6/2022 13:43,christina@myachts.team,40,5,myCrew
4589368,,Médico de Embarque APTO y en vigor,FALSE,,Community,,,Careers Website,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Málaga,,1,,0,6/6/2022 13:23,christina@myachts.team,60,9,myCrew
4589304,RINA IBERIA SLU,MARINE AND YACHTING SURVEYOR,FALSE,,In Progress,,,LinkedIn,,TwoStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,3,1,333.333.333,6/6/2022 13:43,christina@myachts.team,50,4,myCrew
4589002,Fidelitas,Kapitän,FALSE,Available Now,Community,,,LinkedIn,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,3,,0,6/6/2022 13:17,christina@myachts.team,60,11,myCrew
4588965,darya Shipping Agency,Commercial Manager,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Villeurbanne,69100,1,,0,6/6/2022 13:23,christina@myachts.team,65,21,myCrew
4588882,Private company,First Mate,FALSE,,Community,,,Careers Website,,ThreeStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:43,christina@myachts.team,35,11,myCrew
4588851,BS signature,Chef de partie,FALSE,,Community,,,Careers Website,,OneStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Saint-Barthélémy,,1,,0,6/6/2022 13:23,christina@myachts.team,55,7,myCrew
4588743,Private yacht,Captain 33m SY.,FALSE,,Community,,,LinkedIn,,FourStarReview,,Denmark,EMEA,"5.792.202,00","5.316,00","126,00","7,600","61.063,32",Copenhagen,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4588024,,VALET PARKING SERVICE,FALSE,Available Now,Community,,,Careers Website,,FiveStarReview,Gauteng,South Africa,EMEA,"59.308.690,00","3.751,00","3,09","4,722","5.655,87",Kempton Park,1619,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4587599,Majestic Private yacht,Deckhand,FALSE,,Community,,,LinkedIn,,OneStarReview,Mombasa County,Kenya,EMEA,"53.771.296,00","1.586,00","2,79","4,509","1.878,58",Mombasa,,2,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4586805,MARELLA CRUISES,2nd Officer,FALSE,,Community,,,LinkedIn,,FiveStarReview,Dubrovnik-Neretva County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Metković,,1,,0,6/6/2022 13:17,christina@myachts.team,65,3,myCrew
4586012,,,FALSE,Open to Offers,Community,,,Careers Website,,FiveStarReview,PACA,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Mandelieu,6210,1,,0,6/6/2022 13:43,christina@myachts.team,35,,myCrew
4585903,THE ELYSIUM HOTEL,Food and Drinks Manager,FALSE,Available Now,Talent Pool,,,my-crew.com,1,TwoStarReview,,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43","Cezayirli, Hasan",,1,,0,6/6/2022 13:39,christina@myachts.team,50,13,myCrew
4585572,Wolfox Coffee Roasters,,FALSE,,Community,,,Careers Website,,TwoStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Imperia,18100,1,,0,6/6/2022 13:43,christina@myachts.team,45,28,myCrew
4585563,Unemployed,Captain,FALSE,Available Soon,Community,,,Careers Website,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:17,christina@myachts.team,55,2,myCrew
4585509,,,FALSE,Available Now,Community,,,Careers Website,,TwoStarReview,Brussels,Belgium,EMEA,"11.589.623,00","76,00","2,51","6,923","45.159,35",Brussels,,2,,0,6/6/2022 13:43,christina@myachts.team,35,,myCrew
4585277,TOZZI,QHSE Manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,MD,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Madrid,,1,,0,6/6/2022 13:23,christina@myachts.team,55,11,myCrew
4584929,Board of Oil Ships,Maritime Officer,FALSE,Available Now,Community,,,my-crew.com,,FiveStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Splitska,,1,,0,6/6/2022 13:23,christina@myachts.team,65,8,myCrew
4584811,Master YAchts,Project manager,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,Porto District,Portugal,EMEA,"10.196.709,00","2.830,00","30,90","5,693","22.176,30",Porto,,1,,0,6/6/2022 13:23,christina@myachts.team,85,26,myCrew
4584776,Rodríguez y Ortega,Stewardess,FALSE,,Community,,,LinkedIn,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Seville,,2,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4584406,SHIPYARD (HJ. BARRERAS,"Warranty Engineer, Responsable de garantías",FALSE,,Community,,,LinkedIn,,FourStarReview,A Coruña,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ames,15895,1,,0,6/6/2022 13:09,christina@myachts.team,60,27,myCrew
4582516,SUMMER SEASON,CAPTAIN,FALSE,,Community,,,LinkedIn,,FiveStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Kartal,,1,,0,6/6/2022 13:23,christina@myachts.team,55,15,myCrew
4582472,NORTHSTAR MARINE CONSULTANCY,MANAGING DIRECTOR,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56","Freeport, Abu Dhabi",,1,,0,6/6/2022 13:23,christina@myachts.team,55,36,myCrew
4582451,Peninsula Petroleum,PMS Engineer,FALSE,,Community,,,LinkedIn,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Algeciras,,2,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4582391,,Captain,FALSE,,Talent Pool,,,LinkedIn,1,FourStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Nice,,1,,0,6/6/2022 13:43,christina@myachts.team,50,6,myCrew
4582375,Private,Project manager,FALSE,,Community,,,LinkedIn,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4582327,Turkish Airlines,Cabin crew,FALSE,,Community,,,LinkedIn,,TwoStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",,34307,1,,0,6/6/2022 13:43,christina@myachts.team,50,7,myCrew
4582269,,Rep,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:23,christina@myachts.team,65,3,myCrew
4582243,,,FALSE,Available Now,Community,,,Careers Website,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,,,,,,25,,myCrew
4582161,,,FALSE,,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,,,,,,25,,myCrew
4582138,none,self employed,FALSE,Open to Offers,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",,,1,,0,6/6/2022 13:23,christina@myachts.team,55,40,myCrew
4582118,Cruise ship,Master,FALSE,Available Now,Talent Pool,,,Facebook,1,OneStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Athens,,1,1,1,6/6/2022 13:17,christina@myachts.team,60,13,myCrew
4582066,GISAS,CAPTAIN,FALSE,,Community,,,LinkedIn,,TwoStarReview,MUĞLA,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",BODRUM,48960,1,,0,6/6/2022 13:23,christina@myachts.team,60,13,myCrew
4581851,Emcultur Sociocultural Corporation,,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",,,2,,0,6/6/2022 13:23,christina@myachts.team,55,11,myCrew
4581837,N/A,Senior Manager New Builds & Technical Projects,FALSE,,In Progress,,,LinkedIn,,FiveStarReview,,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Papenburg,,2,,0,6/6/2022 13:23,christina@myachts.team,55,17,myCrew
4581801,Maersk,Senior Mananger,FALSE,,Community,,,LinkedIn,,FiveStarReview,HH,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Hamburg,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4581082,,Flight Attendant,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43","Kepez, Antalya",,1,,0,6/6/2022 13:23,christina@myachts.team,65,4,myCrew
4581065,MV Shadow (Damen),Relief Engineer,FALSE,Available Now,In Progress,,,LinkedIn,1,FiveStarReview,GA,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",A Coruña,,3,,0,8/22/2022 8:07,nick@m-yachts.com,55,6,myCrew
4581064,Atlas global airlines,Flight attendant,FALSE,,Community,,,LinkedIn,,FiveStarReview,Antalya,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Antalya,,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4580962,Fraser Yachts SAM,Crew Administrator,FALSE,,In Progress,,,LinkedIn,,TwoStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Roquebrune,6190,2,,0,6/6/2022 13:43,christina@myachts.team,45,6,myCrew
4580424,OCEANIA CRUISE LINE,Deck Officer,FALSE,,In Progress,,,LinkedIn,,FourStarReview,VC,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Valencia,,2,1,0.5,6/6/2022 13:17,christina@myachts.team,55,13,myCrew
4579294,Unemployed,Master,FALSE,,Community,,,LinkedIn,,FiveStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4579254,AzIntelecom LLC,Leading IT procurement specialist,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Azerbaijan,EMEA,"10.139.177,00","871,00","10,50","5,208","4.221,41",Baku,,1,,0,6/6/2022 13:43,christina@myachts.team,40,12,myCrew
4579232,Gelateria Elios,Ice cream Server,FALSE,,Community,,,Careers Website,,ThreeStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Castel,24040,1,,0,6/6/2022 13:43,christina@myachts.team,45,18,myCrew
4579231,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,,,,,,25,,myCrew
4579209,Hitam,"Catering F&B Manager, Reservation supervisor",FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,,Qatar,EMEA,"2.881.053,00","909,00","78,50","6,374","50.124,39",Doha,,1,2,1,6/6/2022 13:17,christina@myachts.team,80,10,myCrew
4579029,,,FALSE,,Community,,,LinkedIn,,FourStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4578982,MPMS,"Manager, owner",FALSE,,Community,,,LinkedIn,,FourStarReview,,Morocco,EMEA,"36.910.560,00","2.009,00","2,80","5,208","3.058,69",Oujda,60 000,2,1,0.5,6/6/2022 13:23,christina@myachts.team,55,29,myCrew
4578892,Naviera Armas,,FALSE,,Community,,,LinkedIn,,FourStarReview,CN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Las Palmas de Gran Canaria,,2,,0,6/6/2022 13:23,christina@myachts.team,55,6,myCrew
4578747,,,FALSE,Available Soon,Community,,,LinkedIn,,FiveStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4578384,The peak connoisseur,waitress,FALSE,,Community,,,LinkedIn,,TwoStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4578271,Norwegian Cruise Line,1st Officer,FALSE,,Community,,,Careers Website,,FourStarReview,Primorje-Gorski Kotar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Rijeka,,1,,0,6/6/2022 13:43,christina@myachts.team,45,8,myCrew
4577825,Atlanship S.A.,Captain,FALSE,,Community,,,Careers Website,,TwoStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",,,1,,0,6/6/2022 13:43,christina@myachts.team,50,11,myCrew
4577540,Costa Crociere Spa,Head of Hr Fleet Services,FALSE,,Community,,,LinkedIn,,OneStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",,,2,1,0.5,6/6/2022 13:23,christina@myachts.team,60,26,myCrew
4577524,Student,Student,FALSE,,Talent Pool,,,LinkedIn,1,ThreeStarReview,VC,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Alicante,,1,,0,6/6/2022 13:39,christina@myachts.team,50,7,myCrew
4577472,,TRANSPORTATION MANAGER - Everyday contact,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Poland,EMEA,"37.846.611,00","1.032,00","3,39","6,182","15.720,99",Warszawa,03-140,1,,0,6/6/2022 13:23,christina@myachts.team,55,9,myCrew
4577305,DANCING,Flight attendant,FALSE,Available Now,Community,,,Careers Website,,ThreeStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:23,christina@myachts.team,75,10,myCrew
4577209,,Cleaner,FALSE,,Community,,,Careers Website,,TwoStarReview,Isparta,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Isparta,,1,,0,6/6/2022 13:23,christina@myachts.team,70,1,myCrew
4577106,M/Y 25 m,Captain,FALSE,Available Soon,Talent Pool,,,Careers Website,1,FourStarReview,France,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,6600,2,,0,6/6/2022 13:23,christina@myachts.team,55,6,myCrew
4577097,Ministry of defense oman,Yacht captain,FALSE,,Community,,,Careers Website,,TwoStarReview,Muscat Governorate,Oman,EMEA,"5.106.626,00","2.810,00","9,08",#N/A,"14.485,39",Muscat,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4576988,,chef,FALSE,Available Soon,Community,,,LinkedIn,,OneStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Samois-sur-Seine,77920,1,,0,6/6/2022 13:23,christina@myachts.team,60,,myCrew
4576981,La Casa di Nina,Owner,FALSE,Available Soon,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,1,,0,6/6/2022 13:23,christina@myachts.team,70,12,myCrew
4576234,Kempinski Hotel Adriatic,Executive chef,FALSE,Available Soon,Community,,,LinkedIn,,ThreeStarReview,,Serbia,EMEA,"8.737.371,00",,,"5,603","7.720,51",Belgrade,,1,,0,6/6/2022 13:23,christina@myachts.team,80,2,myCrew
4576169,Dannebrog,Yacht Chef,FALSE,Available Now,In Progress,,,LinkedIn,1,TwoStarReview,Liguria,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Imperia,18100,1,,0,6/6/2022 13:23,christina@myachts.team,60,13,myCrew
4576106,SmartLynx Airlines Ltd,Fleet Manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Latvia,EMEA,"1.886.198,00","566,00","9,09","5,940","17.726,25",,,2,,0,6/6/2022 13:23,christina@myachts.team,60,9,myCrew
4576050,Unemployed,chief officer,FALSE,Available Now,Community,,,Careers Website,,FiveStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",,,1,,0,6/6/2022 13:43,christina@myachts.team,45,,myCrew
4576014,MY Tirea,Chief Officer,FALSE,,Community,,,Careers Website,,FiveStarReview,Primorje-Gorski Kotar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Rab,,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4575889,Gas Shipmanagement Ltd,"Head of Crewing, Navigator",FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,,Germany,EMEA,"83.783.942,00","3.624,00","10,40","6,985","46.208,43",Hamburg,,2,,0,6/6/2022 13:23,christina@myachts.team,60,16,myCrew
4575709,Pabisa hotels,Jefe de Cocina,FALSE,,Community,,,LinkedIn,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:43,christina@myachts.team,30,,myCrew
4575410,Restaurant Cucina,Head Chef,FALSE,,Talent Pool,,,LinkedIn,1,TwoStarReview,NH,Netherlands,EMEA,"17.134.872,00","1.914,00","56,50","7,488","52.397,12",Amsterdam,,1,,0,6/6/2022 13:17,christina@myachts.team,70,15,myCrew
4575239,M/Y Attia,3rd Stew - butler,FALSE,Available Now,In Progress,,,LinkedIn,1,FourStarReview,,Belgium,EMEA,"11.589.623,00","76,00","2,51","6,923","45.159,35",Antwerp,,1,,0,6/6/2022 13:39,christina@myachts.team,40,16,myCrew
4574930,CUK,Master Mariner,FALSE,,Community,,,LinkedIn,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:43,christina@myachts.team,40,,myCrew
4573656,iPS Powerful People,"Consultant, HSE Officer",FALSE,Available Soon,In Progress,,,LinkedIn,,FiveStarReview,Masovian Voivodeship,Poland,EMEA,"37.846.611,00","1.032,00","3,39","6,182","15.720,99",Warsaw,3,2,,0,6/6/2022 13:23,christina@myachts.team,75,10,myCrew
4573288,Niedersachsen Kaserne,Wehrdienst,FALSE,,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Andratx,7150,1,,0,6/6/2022 13:23,christina@myachts.team,75,1,myCrew
4573246,Nun,Retired,FALSE,Available Now,Community,,,Careers Website,,FourStarReview,,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Mersin,,1,,0,6/6/2022 13:23,christina@myachts.team,55,33,myCrew
4573149,Harren and partner,Stewardess,FALSE,,Community,,,LinkedIn,,OneStarReview,Tbilisi,Georgia,EMEA,"3.989.167,00","376,00","5,39","4,519","4.266,69",Tbilisi,,1,,0,6/6/2022 13:23,christina@myachts.team,60,6,myCrew
4573146,,,FALSE,Available Now,Talent Pool,,,LinkedIn,2,OneStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,,2,,0,8/22/2022 8:00,nick@m-yachts.com,60,15,myCrew
